
NOTICE: Existing SQLite export found: gan_profile.sqlite
        It is assumed file was previously exported from: gan_profile.nsys-rep
        Consider using --force-export=true if needed.

Processing [gan_profile.sqlite] with [/opt/nvidia/nsight-systems/2025.3.2/host-linux-x64/reports/cuda_api_gpu_sum.py]... 

 ** CUDA Summary (API/Kernels/MemOps) (cuda_api_gpu_sum):

 Time (%)  Total Time (ns)  Instances    Avg (ns)      Med (ns)     Min (ns)    Max (ns)    StdDev (ns)    Category                                                 Operation                                              
 --------  ---------------  ---------  ------------  ------------  ----------  -----------  ------------  -----------  ----------------------------------------------------------------------------------------------------
     37.3    5,082,853,136        343  14,818,813.8      18,661.0       3,591  331,257,101  53,228,986.4  CUDA_API     cudaMemcpyAsync                                                                                     
     37.2    5,070,551,141        228  22,239,259.4      21,920.0         704  331,127,996  64,026,974.5  MEMORY_OPER  [CUDA memcpy Host-to-Device]                                                                        
      9.6    1,306,201,245        156   8,373,084.9       8,100.0       2,210  134,750,842  32,040,225.4  CUDA_API     cudaStreamSynchronize                                                                               
      3.1      426,345,877        651     654,909.2     402,079.0       2,144    2,023,130     652,420.9  CUDA_KERNEL  void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::n…
      2.2      304,599,389      4,149      73,415.1       7,510.0       2,810   26,187,010     937,994.4  CUDA_API     cudaLaunchKernel                                                                                    
      1.3      171,146,847         88   1,944,850.5     586,590.0     154,656   10,482,142   3,170,254.5  CUDA_KERNEL  sm90_xmma_wgrad_indexed_implicit_gemm_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize64x64x32_warpgroupsi…
      0.9      124,165,463        561     221,328.8      29,312.0       2,336    1,330,299     358,620.6  CUDA_KERNEL  void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::n…
      0.6       77,375,174        165     468,940.4     212,704.0      16,128    3,027,446     809,599.2  CUDA_KERNEL  void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::n…
      0.5       67,749,355        462     146,643.6      10,767.5       1,568    1,067,357     281,582.0  CUDA_KERNEL  void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::leaky_relu_kernel(at:…
      0.5       64,602,897         11   5,872,990.6   5,886,860.0   5,767,502    5,933,261      47,894.5  CUDA_KERNEL  sm80_xmma_wgrad_implicit_gemm_indexed_wo_smem_tf32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize16x64x64_st…
      0.5       62,515,784        506     123,549.0      54,624.0       5,760      811,294     165,390.4  CUDA_KERNEL  void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapp…
      0.4       58,021,993        176     329,670.4      93,584.0       4,128    1,956,794     531,373.4  CUDA_KERNEL  void cudnn::engines_precompiled::convertTensor_kernel<float, float, float, (cudnnKernelDataType_t)2…
      0.4       57,075,209         22   2,594,327.7   2,577,960.0   2,094,169    3,133,014     508,180.6  CUDA_KERNEL  sm90_xmma_dgrad_implicit_gemm_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize256x32x32_warpgroupsize1x1x1…
      0.4       54,067,369        297     182,045.0      22,944.0       1,952    1,554,267     399,544.0  CUDA_KERNEL  void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::leaky_relu_backward_k…
      0.4       52,654,135          1  52,654,135.0  52,654,135.0  52,654,135   52,654,135           0.0  CUDA_API     cudaProfilerStop                                                                                    
      0.4       50,004,768         11   4,545,888.0   4,568,145.0   4,493,394    4,572,849      30,445.4  CUDA_KERNEL  void wgrad_alg0_engine_NHWC<float, (int)128, (int)5, (int)5, (int)3, (int)3, (int)3, (bool)0, (int)…
      0.4       49,632,417         88     564,004.7     279,934.5      48,288    1,610,491     574,415.3  CUDA_KERNEL  void at::native::<unnamed>::CatArrayBatchedCopy<at::native::<unnamed>::OpaqueType<(unsigned int)4>,…
      0.3       40,664,926         33   1,232,270.5   1,110,781.0     571,390    2,026,010     601,656.6  CUDA_KERNEL  sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_tf32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x32x16_s…
      0.3       36,457,432         65     560,883.6     408,690.0      24,001    3,397,249     507,667.7  CUDA_API     cudaMalloc                                                                                          
      0.2       32,750,264         11   2,977,296.7   2,977,879.0   2,967,350    2,990,070       5,989.2  CUDA_KERNEL  sm90_xmma_fprop_implicit_gemm_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x128x32_warpgroupsize1x1x…
      0.2       29,855,427         22   1,357,064.9   1,352,939.5     665,598    2,060,633     705,853.1  CUDA_KERNEL  sm90_xmma_fprop_implicit_gemm_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x32x32_warpgroupsize1x1x1…
